name,salary,minutes.played,hourly.wage
Greg Anthony,18592250.0,15850.0,1173.01
Joel Anthony,23377987.0,7056.0,3313.21
Pero Antić,1250000.0,1962.0,637.1
OG Anunoby,3597960.0,4473.0,804.37
Keith Appling,161776.0,27.0,5991.7
Rafael Araújo,6716880.0,1585.0,4237.78
Robert Archibald,913137.0,328.0,2783.95
Ryan Arcidiacono,1424383.0,3114.0,457.41
Gilbert Arenas,140714721.0,19351.0,7271.7
Trevor Ariza,91320530.0,31366.0,2911.45
B.J. Armstrong,16380000.0,17790.0,920.74
Brandon Armstrong,2792170.0,699.0,3994.52
Darrell Armstrong,27536438.0,19915.0,1382.7
Hilton Armstrong,9494478.0,3378.0,2810.68
Carlos Arroyo,20209555.0,10651.0,1897.43
Darrell Arthur,40687487.0,8945.0,4548.63
Jamel Artis,0.0,279.0,0.0
Ömer Aşık,71488953.0,9216.0,7757.05
Vincent Askew,5857250.0,9361.0,625.71
Keith Askins,5748400.0,7983.0,720.08
Chucky Atkins,34191455.0,17304.0,1975.93
Stacey Augmon,30037500.0,21658.0,1386.9
D.J. Augustin,42888310.0,20448.0,2097.43
James Augustine,1100174.0,156.0,7052.4
Isaac Austin,22626666.0,8350.0,2709.78
Anthony Avent,3410000.0,6729.0,506.76
William Avery,3858600.0,1205.0,3202.16
Gustavo Ayón,4567500.0,2251.0,2029.1
Jeff Ayres,7353570.0,2322.0,3166.91
Deandre Ayton,8165160.0,3014.0,2709.08
Kelenna Azubuike,11206233.0,5025.0,2230.1
Chris Babb,48028.0,132.0,363.85
Luke Babbitt,10588763.0,5332.0,1985.89
Miloš Babić,200000.0,87.0,2298.85
Dwayne Bacon,2193857.0,2159.0,1016.14
Dalibor Bagarić,4079663.0,973.0,4192.87
John Bagley,4034000.0,17120.0,235.63
Marvin Bagley,7305600.0,1901.0,3843.03
James Bailey,1350000.0,11625.0,116.13
Thurl Bailey,7994000.0,24873.0,321.39
Toby Bailey,822500.0,698.0,1178.37
Cameron Bairstow,1352395.0,167.0,8098.17
Ron Baker,9586786.0,1394.0,6877.18
Vin Baker,97390894.0,25737.0,3784.08
Wade Baldwin,5443003.0,579.0,9400.7
Renaldo Balkman,10979217.0,3064.0,3583.3
Lonzo Ball,13748520.0,4773.0,2880.48
Greg Ballard,870833.0,22073.0,39.45
Mo Bamba,4865040.0,1524.0,3192.28
Gene Banks,490000.0,13074.0,37.48
Marcus Banks,26135520.0,5571.0,4691.35
Ken Bannister,855000.0,3867.0,221.1
Leandro Barbosa,46967358.0,18386.0,2554.52
Steve Bardo,375000.0,299.0,1254.18
J.J. Barea,36575160.0,16119.0,2269.07
Andrea Bargnani,73519408.0,15806.0,4651.36
Charles Barkley,43608000.0,39330.0,1108.77
Erick Barkley,2032700.0,266.0,7641.73
Harrison Barnes,81981290.0,18539.0,4422.1
Matt Barnes,33541557.0,21967.0,1526.91
Andre Barrett,1129828.0,819.0,1379.52
Earl Barron,2957063.0,1985.0,1489.7
Dana Barros,25587500.0,19480.0,1313.53
Brent Barry,53464860.0,23643.0,2261.34
Drew Barry,412765.0,598.0,690.24
Jon Barry,19825000.0,13880.0,1428.31
Will Barton,24484472.0,11850.0,2066.2
Eddie Basden,398762.0,141.0,2828.1
Brandon Bass,38811509.0,16410.0,2365.11
Maceo Baston,5290911.0,831.0,6366.92
Mengke Bateer,1149132.0,494.0,2326.18
Keita Bates-Diop,838464.0,1168.0,717.86
Esteban Batista,1062971.0,576.0,1845.44
Mike Batiste,349458.0,1248.0,280.01
Tony Battie,57604162.0,17649.0,3263.88
Shane Battier,56569622.0,30004.0,1885.4
John Battle,5170000.0,10910.0,473.88
Kenny Battle,490000.0,1795.0,272.98
Nicolas Batum,118962374.0,24733.0,4809.86
Lonny Baxter,2273860.0,1884.0,1206.93
Jerryd Bayless,48606520.0,12486.0,3892.88
Aron Baynes,25788642.0,7236.0,3563.94
Sergei Bazarevich,168000.0,74.0,2270.27
Kent Bazemore,55992814.0,11366.0,4926.34
Bradley Beal,89979032.0,18488.0,4866.89
Jerome Beasley,986977.0,5.0,197395.4
Malik Beasley,5101800.0,3541.0,1440.78
Michael Beasley,40189539.0,13903.0,2890.71
Rodrigue Beaubois,5695573.0,2896.0,1966.7
Corey Beck,697250.0,951.0,733.18
William Bedford,4000000.0,2514.0,1591.09
Marco Belinelli,43581573.0,19390.0,2247.63
Charlie Bell,20073783.0,9368.0,2142.8
Jordan Bell,2193857.0,1832.0,1197.52
Raja Bell,36631964.0,19813.0,1848.89
Troy Bell,4145640.0,34.0,121930.59
DeAndre' Bembry,4701600.0,3672.0,1280.39
Dragan Bender,13406400.0,3580.0,3744.8
Jonathan Bender,30670146.0,3847.0,7972.48
Jerrelle Benimon,64843.0,3.0,21614.33
Benoit Benjamin,23005129.0,21911.0,1049.94
Corey Benjamin,1985160.0,2191.0,906.05
Anthony Bennett,16501172.0,1905.0,8662.03
Mario Bennett,1937500.0,606.0,3197.19
Tony Bennett,546000.0,1886.0,289.5
Winston Bennett,1050000.0,2157.0,486.79
David Benoit,5393096.0,9314.0,579.03
Keith Benson,75000.0,9.0,8333.33
Kent Benson,1280000.0,15719.0,81.43
Ben Bentil,331969.0,10.0,33196.9
Ricky Berry,300000.0,1406.0,213.37
Walter Berry,600000.0,4863.0,123.38
Dairis Bertāns,194220.0,167.0,1162.99
Dāvis Bertāns,8856082.0,4880.0,1814.77
Travis Best,18211679.0,15150.0,1202.09
Patrick Beverley,25026034.0,11882.0,2106.21
Sim Bhullar,29843.0,3.0,9947.67
Mike Bibby,107093621.0,33962.0,3153.34
Andris Biedriņš,62208776.0,11146.0,5581.26
Chauncey Billups,107227720.0,33008.0,3248.54
Khem Birch,2243857.0,1994.0,1125.3
Jabari Bird,1349383.0,115.0,11733.77
Larry Bird,22620000.0,34443.0,656.74
Otis Birdsong,2675000.0,21627.0,123.69
Bismack Biyombo,66729278.0,12725.0,5243.95
Nemanja Bjelica,18249999.0,7017.0,2600.83
Uwe Blab,740000.0,1966.0,376.4
Tarik Black,10833395.0,3319.0,3264.05
Rolando Blackman,11404542.0,32087.0,355.43
Alex Blackwell,140000.0,109.0,1284.4
DeJuan Blair,8755907.0,7054.0,1241.27
Steve Blake,36994442.0,20823.0,1776.61
Antonio Blakeney,1349383.0,1143.0,1180.56
Will Blalock,412718.0,166.0,2486.25
Lance Blanks,1270000.0,1045.0,1215.31
Ricky Blanton,8000.0,13.0,615.38
Andray Blatche,39726505.0,12462.0,3187.81
Mookie Blaylock,31790000.0,31026.0,1024.62
Eric Bledsoe,76176423.0,17203.0,4428.09
Jaron Blossomgame,0.0,439.0,0.0
Corie Blount,14441735.0,9925.0,1455.09
Mark Blount,44649672.0,13981.0,3193.6
Vander Blue,50000.0,134.0,373.13
Tony Bobbitt,305403.0,12.0,25450.25
Keith Bogans,19140381.0,14527.0,1317.57
Bogdan Bogdanović,18470614.0,5393.0,3424.92
Bojan Bogdanović,31434163.0,12920.0,2432.98
Muggsy Bogues,18428400.0,25429.0,724.7
Andrew Bogut,118126549.0,19862.0,5947.36
Etdrick Bohannon,795750.0,152.0,5235.2
Manute Bol,5887500.0,11698.0,503.29
Jonah Bolden,1690000.0,686.0,2463.56
Joel Bolomboy,1912611.0,91.0,21017.7
Walter Bond,474900.0,2427.0,195.67
Isaac Bonga,1000000.0,1005.0,995.02
Anthony Bonner,2826000.0,7372.0,383.34
Matt Bonner,30128334.0,13356.0,2255.79
Devin Booker,9985165.0,10883.0,917.5
Trevor Booker,34318096.0,10872.0,3156.56
Josh Boone,5456088.0,4482.0,1217.33
Calvin Booth,38911607.0,4477.0,8691.45
Keith Booth,2061720.0,449.0,4591.8
Carlos Boozer,146109736.0,26901.0,5431.39
Curtis Borchardt,5551833.0,1117.0,4970.31
Lazaro Borrell,301875.0,167.0,1807.63
Chris Bosh,242110053.0,31936.0,7581.1
Tom Boswell,65000.0,7046.0,9.23
Chris Boucher,457418.0,802.0,570.35
Ruben Boumtje-Boumtje,1508931.0,276.0,5467.14
Cal Bowdler,3308400.0,1383.0,2392.19
Bruce Bowen,30338350.0,24052.0,1261.36
Ryan Bowen,8895707.0,6502.0,1368.15
Anthony Bowie,3070000.0,8349.0,367.71
Sam Bowie,16735000.0,14098.0,1187.05
Ira Bowman,24316.0,68.0,357.59
Donnie Boyce,497500.0,195.0,2551.28
Earl Boykins,16544862.0,12964.0,1276.22
Cedric Bozeman,412718.0,199.0,2073.96
Craig Brackins,2711880.0,121.0,22412.23
Avery Bradley,51084872.0,15926.0,3207.64
Dudley Bradley,275000.0,10192.0,26.98
Michael Bradley,5162996.0,2016.0,2561.01
Shawn Bradley,69580000.0,19531.0,3562.54
Tony Bradley,3094440.0,495.0,6251.39
Mark Bradtke,247500.0,251.0,986.06
Marques Bragg,225000.0,369.0,609.76
Torraye Braggs,370666.0,178.0,2082.39
A.J. Bramlett,118974.0,61.0,1950.39
Adrian Branch,150000.0,1429.0,104.97
Elton Brand,169229324.0,34910.0,4847.59
Terrell Brandon,59585440.0,21545.0,2765.63
Tim Breaux,647250.0,940.0,688.56
J.R. Bremer,913137.0,1946.0,469.24
Randy Breuer,4161500.0,12499.0,332.95
Corey Brewer,52946919.0,18738.0,2825.64
Jamison Brewer,2203977.0,468.0,4709.35
Ronnie Brewer,19618249.0,11539.0,1700.17
Primož Brezec,13327978.0,6192.0,2152.45
Frank Brickowski,13558000.0,16278.0,832.9
Junior Bridgeman,700000.0,21257.0,32.93
Mikal Bridges,3552960.0,3883.0,915.0
Miles Bridges,3206640.0,3421.0,937.34
Isaiah Briscoe,838464.0,559.0,1499.94
Mike Brittain,105000.0,248.0,423.39
Jon Brockman,3457588.0,1570.0,2202.29
Ryan Broekhoff,838464.0,633.0,1324.59
Malcolm Brogdon,3782562.0,6577.0,575.12
Aaron Brooks,20144233.0,13439.0,1498.94
Dillon Brooks,2193857.0,4265.0,514.39
Kevin Brooks,3000000.0,1031.0,2909.8
MarShon Brooks,5502049.0,3456.0,1592.03
Michael Brooks,75000.0,9372.0,8.0
Scott Brooks,3417500.0,9237.0,369.98
Andre Brown,1061016.0,598.0,1774.27
Anthony Brown,1734128.0,762.0,2275.76
Bobby Brown,3343013.0,1688.0,1980.46
Bruce Brown,838464.0,3021.0,277.55
Chucky Brown,3967250.0,11962.0,331.65
Damone Brown,535325.0,351.0,1525.14
Dee Brown,24142000.0,16843.0,1433.36
Dee Brown,651285.0,711.0,916.01
Derrick Brown,2074172.0,2554.0,812.13
Devin Brown,8156587.0,9022.0,904.08
Ernest Brown,332817.0,21.0,15848.43
Gerald Brown,672500.0,236.0,2849.58
Jabari Brown,44765.0,568.0,78.81
Jaylen Brown,14869440.0,6958.0,2137.03
Kedrick Brown,7261508.0,1935.0,3752.72
Kwame Brown,63992853.0,13389.0,4779.51
Lorenzo Brown,1311827.0,1185.0,1107.03
Marcus Brown,1263294.0,229.0,5516.57
Markel Brown,1352395.0,1794.0,753.84
Mike Brown,6470000.0,10961.0,590.27
Myron Brown,200000.0,23.0,8695.65
P.J. Brown,69539200.0,33823.0,2055.97
Randy Brown,15162000.0,11533.0,1314.66
Rickey Brown,160000.0,4487.0,35.66
Shannon Brown,17512981.0,7329.0,2389.55
Sterling Brown,2193857.0,2375.0,923.73
Tierre Brown,1052863.0,1654.0,636.56
Tony Brown,640000.0,6006.0,106.56
Troy Brown,2749080.0,2063.0,1332.56
Jalen Brunson,1230000.0,2613.0,470.72
Rick Brunson,5446383.0,4533.0,1201.5
Nicolás Brussino,1448720.0,531.0,2728.29
Kobe Bryant,328238062.0,48637.0,6748.73
Mark Bryant,17555000.0,13479.0,1302.4
Thomas Bryant,2193857.0,2337.0,938.75
Wallace Bryant,330000.0,1395.0,236.56
Greg Buckner,29653476.0,10895.0,2721.75
Quinn Buckner,462000.0,16245.0,28.44
Chase Budinger,18236050.0,7998.0,2280.08
Jud Buechler,14685000.0,8444.0,1739.1
Rodney Buford,2097595.0,4182.0,501.58
Matt Bullard,8507533.0,8884.0,957.62
Reggie Bullock,10857804.0,5803.0,1871.07
Pat Burke,1909458.0,1293.0,1476.77
Trey Burke,13611333.0,8858.0,1536.61
Alec Burks,51178196.0,10507.0,4870.87
Antonio Burks,1027025.0,789.0,1301.68
Kevin Burleson,468762.0,340.0,1378.71
Evers Burns,1616000.0,143.0,11300.7
Scott Burrell,7200000.0,7592.0,948.37
Junior Burrough,300000.0,495.0,606.06
Deonte Burton,151587.0,498.0,304.39
Willie Burton,6655500.0,6666.0,998.42
Steve Burtt,75000.0,1121.0,66.9
Don Buse,130000.0,26180.0,4.97
Caron Butler,84676523.0,28333.0,2988.62
Greg Butler,100000.0,210.0,476.19
Jackie Butler,7500762.0,848.0,8845.24
Jimmy Butler,77799166.0,18845.0,4128.37
Mitchell Butler,4201779.0,5464.0,768.99
Rasual Butler,23880069.0,17219.0,1386.84
Dwight Buycks,796188.0,696.0,1143.95
Andrew Bynum,72876258.0,10690.0,6817.24
Will Bynum,17137733.0,6611.0,2592.31
Žarko Čabarkapa,6095497.0,1550.0,3932.58
Bruno Caboclo,7728586.0,1210.0,6387.26
Jason Caffey,34068568.0,9045.0,3766.56
Michael Cage,17211421.0,29716.0,579.2
Nick Calathes,816482.0,2011.0,406.01
José Calderón,85737295.0,23643.0,3626.33
Adrian Caldwell,992250.0,1603.0,619.0
Kentavious Caldwell-Pope,41741533.0,15377.0,2714.54
Rick Calloway,125000.0,678.0,184.37
Dexter Cambridge,150000.0,885.0,169.49
Marcus Camby,130044549.0,28684.0,4533.7
Elden Campbell,69175000.0,25776.0,2683.7
Tony Campbell,6708000.0,15180.0,441.9
Isaiah Canaan,4785069.0,4799.0,997.1
Clint Capela,21355784.0,8674.0,2462.05
Derrick Caracter,744031.0,215.0,3460.61
Brian Cardinal,39334595.0,6477.0,6072.97
Geno Carlisle,65779.0,16.0,4111.19
Rick Carlisle,315000.0,1461.0,215.61
Rodney Carney,6150341.0,4600.0,1337.03
Antoine Carr,13745600.0,19780.0,694.92
Chris Carr,4140000.0,4505.0,918.98
Cory Carr,287500.0,624.0,460.74
Kenny Carr,737250.0,17167.0,42.95
M.L. Carr,175000.0,16390.0,10.68
DeMarre Carroll,65828793.0,13533.0,4864.32
Joe Barry Carroll,6000000.0,22838.0,262.72
Matt Carroll,29537032.0,7590.0,3891.57
Anthony Carter,17212048.0,12184.0,1412.68
Butch Carter,160000.0,6814.0,23.48
Jevon Carter,838464.0,1177.0,712.37
Vince Carter,184321331.0,46254.0,3984.98
Wendell Carter,4441200.0,2219.0,2001.44
Michael Carter-Williams,14251609.0,8857.0,1609.08
Bill Cartwright,15407025.0,27491.0,560.44
Alex Caruso,50000.0,2033.0,24.59
Sam Cassell,58419775.0,29812.0,1959.61
Omri Casspi,17838093.0,11959.0,1491.6
Harvey Catchings,262000.0,13182.0,19.88
Terry Catledge,7798700.0,13541.0,575.93
Kelvin Cato,46568465.0,10617.0,4386.22
Bobby Cattage,70000.0,522.0,134.1
Willie Cauley-Stein,15350475.0,8141.0,1885.58
Troy Caupain,0.0,16.0,0.0
Duane Causwell,17632092.0,9409.0,1873.96
Tyler Cavanaugh,729919.0,557.0,1310.45
Ron Cavenall,100000.0,669.0,149.48
Cedric Ceballos,19962500.0,14712.0,1356.89
John Celestand,301875.0,185.0,1631.76
Lionel Chalmers,1132050.0,433.0,2614.43
Mario Chalmers,24734296.0,17245.0,1434.29
Tom Chambers,15211250.0,33922.0,448.42
Tyson Chandler,187365293.0,31617.0,5926.09
Wilson Chandler,71200949.0,20125.0,3537.94
Rex Chapman,24180700.0,19542.0,1237.37
Lorenzo Charles,70000.0,273.0,256.41
Joe Chealey,0.0,11.0,0.0
Calbert Cheaney,30030000.0,22007.0,1364.57
Maurice Cheeks,5345000.0,34845.0,153.39
Will Cherry,25000.0,69.0,362.32
Derrick Chievous,875000.0,2240.0,390.62
Pete Chilcutt,5301300.0,8394.0,631.56
Josh Childress,38857903.0,10432.0,3724.88
Randolph Childress,3092320.0,405.0,7635.36
Chris Childs,26816667.0,13617.0,1969.35
Chris Chiozza,137376.0,183.0,750.69
Marquese Chriss,9221400.0,4746.0,1942.98
Doug Christie,51591438.0,26079.0,1978.28
Dionte Christmas,50000.0,198.0,252.53
Rakeem Christmas,2224894.0,225.0,9888.42
Semaj Christon,543471.0,973.0,558.55
Carlos Clark,65000.0,689.0,94.34
Earl Clark,10377592.0,3630.0,2858.84
Gary Clark,596873.0,1019.0,585.74
Ian Clark,6008265.0,4507.0,1333.1
Keon Clark,15186563.0,7971.0,1905.23
Coty Clarke,61776.0,6.0,10296.0
Jordan Clarkson,37914895.0,11865.0,3195.52
Gian Clavell,0.0,64.0,0.0
Victor Claver,4000000.0,1072.0,3731.34
Speedy Claxton,37046600.0,8548.0,4333.95
Mateen Cleaves,5084064.0,1863.0,2728.97
Antonius Cleveland,225792.0,145.0,1557.19
Keith Closs,6240000.0,1647.0,3788.71
Richard Coffey,150000.0,320.0,468.75
Fred Cofield,70000.0,496.0,141.13
John Coker,1060000.0,141.0,7517.73
Norris Cole,8570804.0,8018.0,1068.95
Ben Coleman,575000.0,3612.0,159.19
Derrick Coleman,91366800.0,25903.0,3527.27
Bimbo Coles,20228000.0,20319.0,995.52
Jason Collier,6990240.0,2178.0,3209.48
James Collins,242000.0,103.0,2349.51
Jarron Collins,15008171.0,8542.0,1756.99
Jason Collins,34168530.0,14974.0,2281.86
John Collins,4236000.0,4649.0,911.16
Mardy Collins,4769702.0,2771.0,1721.29
Sherron Collins,473604.0,66.0,7175.82
Zach Collins,6686160.0,2487.0,2688.44
Kyle Collinsworth,452464.0,480.0,942.63
Darren Collison,43343141.0,20796.0,2084.21
Nick Collison,60322642.0,18603.0,3242.63
Bonzie Colson,0.0,98.0,0.0
Steve Colter,912500.0,9570.0,95.35
Dallas Comegys,290000.0,2241.0,129.41
Mike Conley,141796271.0,26627.0,5325.28
Marty Conlon,4381088.0,6316.0,693.65
Pat Connaughton,4512111.0,4156.0,1085.69
Lester Conner,3475000.0,14970.0,232.13
Will Conroy,169376.0,108.0,1568.3
Anthony Cook,2295000.0,1499.0,1531.02
Brian Cook,17600124.0,5649.0,3115.62
Daequan Cook,13010946.0,5993.0,2171.02
Darwin Cook,930000.0,14156.0,65.7
Jeff Cook,467566.0,9697.0,48.22
Omar Cook,292230.0,213.0,1371.97
Quinn Cook,1796674.0,2374.0,756.81
Charles Cooke,76236.0,38.0,2006.21
Jack Cooley,187357.0,174.0,1076.76
Duane Cooper,290000.0,781.0,371.32
Michael Cooper,1367500.0,23635.0,57.86
Wayne Cooper,5380000.0,20274.0,265.36
Tom Copa,160000.0,132.0,1212.12
Chris Copeland,7708604.0,2111.0,3651.64
Lanard Copeland,130000.0,158.0,822.78
Tyrone Corbin,12446900.0,27657.0,450.05
Chris Corchiani,450000.0,1313.0,342.73
Dave Corzine,3880000.0,20772.0,186.79
Matt Costello,81500.0,32.0,2546.88
Bryce Cotton,495485.0,198.0,2502.45
James Cotton,702000.0,92.0,7630.43
Joe Courtney,388158.0,749.0,518.23
DeMarcus Cousins,84588978.0,18078.0,4679.11
Robert Covington,30327891.0,11349.0,2672.3
Allen Crabbe,58141776.0,9125.0,6371.7
Torrey Craig,2000000.0,2917.0,685.64
Chris Crawford,16292000.0,3985.0,4088.33
Jamal Crawford,123993384.0,38988.0,3180.3
Jordan Crawford,6066964.0,6843.0,886.59
Mitch Creek,151587.0,48.0,3158.06
Joe Crispin,48705.0,156.0,312.21
Winston Crite,225000.0,264.0,852.27
Javaris Crittenton,4144680.0,1853.0,2236.74
Austin Croshere,55481586.0,11480.0,4832.89
John Crotty,5639171.0,5795.0,973.11
Corey Crowder,522982.0,357.0,1464.94
Jae Crowder,28692956.0,14616.0,1963.12
Pat Cummings,3313500.0,14516.0,228.27
Terry Cummings,24014600.0,33898.0,708.44
Vonteego Cummings,2271600.0,3789.0,599.52
Dante Cunningham,19086975.0,14875.0,1283.16
Jared Cunningham,3403794.0,605.0,5626.11
William Cunningham,898500.0,201.0,4470.15
Radisav Ćurčić,140000.0,166.0,843.37
Earl Cureton,1060200.0,12420.0,85.36
Bill Curley,6768167.0,1614.0,4193.41
Dell Curry,19831000.0,23549.0,842.12
Eddy Curry,70050993.0,13109.0,5343.73
Michael Curry,14445122.0,13208.0,1093.66
Seth Curry,9816714.0,5410.0,1814.55
Stephen Curry,128839966.0,23971.0,5374.83
Rastko Cvetković,200000.0,48.0,4166.67
Quintin Dailey,2145000.0,12170.0,176.25
Samuel Dalembert,91591765.0,21646.0,4231.35
Erick Dampier,97963871.0,24003.0,4081.32
Antonio Daniels,49275420.0,19671.0,2504.98
Erik Daniels,385277.0,72.0,5351.07
Lloyd Daniels,767500.0,3549.0,216.26
Marquis Daniels,36697352.0,11707.0,3134.65
Troy Daniels,11763757.0,4959.0,2372.2
Sasha Danilović,3347000.0,2331.0,1435.86
Adrian Dantley,4065000.0,34151.0,119.03
Yinka Dare,8655000.0,1002.0,8637.72
Luigi Datome,1750000.0,447.0,3914.99
Brad Daugherty,21504000.0,20029.0,1073.64
Kornél Dávid,988941.0,1585.0,623.94
Jermareo Davidson,849888.0,433.0,1962.79
Anthony Davis,94524528.0,17773.0,5318.43
Antonio Davis,87740000.0,26084.0,3363.75
Baron Davis,147692983.0,28592.0,5165.54
Ben Davis,892216.0,154.0,5793.61
Brad Davis,2168100.0,22302.0,97.22
Brian Davis,150000.0,374.0,401.07
Charles Davis,240000.0,5050.0,47.52
Dale Davis,77281958.0,29606.0,2610.35
Deyonta Davis,4423344.0,1299.0,3405.19
Ed Davis,34792382.0,13221.0,2631.6
Emanual Davis,3207485.0,3934.0,815.32
Glen Davis,34366665.0,10865.0,3163.06
Hubert Davis,16800500.0,15143.0,1109.46
Johnny Davis,775000.0,21200.0,36.56
Josh Davis,1127090.0,498.0,2263.23
Mark Davis,880200.0,3681.0,239.12
Paul Davis,1509078.0,702.0,2149.68
Ricky Davis,42872920.0,21927.0,1955.26
Terry Davis,14019750.0,10369.0,1352.08
Walter Davis,4815000.0,28859.0,166.85
Andre Dawkins,59686.0,22.0,2713.0
Darryl Dawkins,2734000.0,17235.0,158.63
Johnny Dawkins,9840000.0,14859.0,662.22
Branden Dawson,525093.0,29.0,18106.66
Eric Dawson,38172.0,39.0,978.77
Todd Day,12119250.0,12214.0,992.24
Austin Daye,10505632.0,4132.0,2542.51
Darren Daye,215000.0,5208.0,41.28
Nando De Colo,2863000.0,1414.0,2024.75
Andrew DeClercq,17908500.0,9847.0,1818.68
Dewayne Dedmon,17861760.0,7085.0,2521.07
Terry Dehere,8048625.0,7305.0,1101.8
Bryce Dejean-Jones,281659.0,279.0,1009.53
Sam Dekker,7921655.0,3096.0,2558.67
Vinny Del Negro,17880142.0,19211.0,930.72
Malcolm Delaney,5000000.0,2262.0,2210.43
Bison Dele,21912000.0,10004.0,2190.32
Carlos Delfino,24777037.0,11580.0,2139.64
Ángel Delgado,0.0,15.0,0.0
Tony Delk,19911680.0,11702.0,1701.56
Matthew Dellavedova,30786262.0,8609.0,3576.06
Fennis Dembo,100000.0,74.0,1351.35
Dell Demps,225000.0,108.0,2083.33
Luol Deng,153461551.0,30941.0,4959.81
DeMar DeRozan,121225820.0,27516.0,4405.65
Marcus Derrickson,0.0,67.0,0.0
Derrick Dial,1298600.0,687.0,1890.25
Cheick Diallo,3401033.0,2097.0,1621.86
Hamidou Diallo,838464.0,1147.0,731.01
Boris Diaw,80865921.0,28768.0,2810.97
Yakhouba Diawara,2920174.0,2614.0,1117.13
Guillermo Díaz,56065.0,18.0,3114.72
Dan Dickau,11425404.0,4617.0,2474.64
Kaniel Dickens,1044151.0,85.0,12284.13
Michael Dickerson,17113162.0,7490.0,2284.8
Travis Diener,5922971.0,2660.0,2226.68
Gorgui Dieng,35872490.0,11073.0,3239.64
Spencer Dinwiddie,5452128.0,7887.0,691.28
Ike Diogu,10882224.0,2795.0,3893.46
DeSagana Diop,47024084.0,8403.0,5596.11
Vlade Divac,93120635.0,33838.0,2751.95
Donte DiVincenzo,2481000.0,1573.0,1577.24
Juan Dixon,12379358.0,8509.0,1454.85
Michael Doleac,19840176.0,8789.0,2257.39
James Donaldson,3845000.0,26222.0,146.63
Luka Dončić,6560640.0,3795.0,1728.76
Keyon Dooling,30471031.0,14134.0,2155.87
Joey Dorsey,4515473.0,1488.0,3034.59
Tyler Dorsey,2193857.0,1672.0,1312.12
Damyean Dotson,2478242.0,3283.0,754.87
Quincy Douby,4087399.0,1535.0,2662.8
Sherman Douglas,23829250.0,21148.0,1126.79
Toney Douglas,9518150.0,7511.0,1267.23
Chris Douglas-Roberts,3020935.0,4381.0,689.55
Zabian Dowdell,242374.0,292.0,830.05
Milton Doyle,0.0,125.0,0.0
PJ Dozier,0.0,278.0,0.0
Goran Dragić,95895625.0,22506.0,4260.89
Zoran Dragić,4012500.0,75.0,53500.0
Greg Dreiling,2627500.0,4241.0,619.55
Bryce Drew,7045160.0,3970.0,1774.6
John Drew,250000.0,21828.0,11.45
Larry Drew,3050000.0,18370.0,166.03
Larry Drew,282163.0,289.0,976.34
Clyde Drexler,31147000.0,37537.0,829.77
Predrag Drobnjak,6054971.0,5542.0,1092.56
Andre Drummond,81985690.0,18463.0,4440.54
Kevin Duckworth,18247000.0,17462.0,1044.95
Chris Dudley,38305000.0,16321.0,2346.98
Jared Dudley,57068028.0,19972.0,2857.4
Chris Duhon,33074077.0,15526.0,2130.24
Duje Dukan,525093.0,24.0,21878.88
Joe Dumars,22931700.0,35139.0,652.6
Richard Dumas,1665000.0,2226.0,747.98
Tony Dumas,4060000.0,2222.0,1827.18
Tim Duncan,245352905.0,47368.0,5179.72
Mike Dunleavy,200000.0,8428.0,23.73
Mike Dunleavy,84513176.0,27340.0,3091.19
Kris Dunn,12140280.0,5516.0,2200.92
T.R. Dunn,575000.0,23080.0,24.91
Ronald Dupree,2995189.0,1758.0,1703.75
Kevin Durant,190209018.0,31305.0,6075.99
Pat Durham,126000.0,930.0,135.48
Trevon Duval,0.0,6.0,0.0
Ledell Eackles,2540000.0,8917.0,284.85
Acie Earl,5200000.0,2512.0,2070.06
Cleanthony Early,1352395.0,801.0,1688.38
Mark Eaton,9177000.0,25169.0,364.62
Devin Ebanks,2290188.0,711.0,3221.08
Ndudi Ebi,2794320.0,86.0,32492.09
Jarell Eddie,1052939.0,218.0,4830.0
Patrick Eddie,130000.0,13.0,10000.0
Tyus Edney,1381000.0,4743.0,291.17
Blue Edwards,12085000.0,18409.0,656.47
Corsley Edwards,319498.0,110.0,2904.53
Doug Edwards,5837500.0,838.0,6965.99
Franklin Edwards,100000.0,4436.0,22.54
James Edwards,7274000.0,28356.0,256.52
John Edwards,2465277.0,435.0,5667.3
Kevin Edwards,12675000.0,15332.0,826.7
Vince Edwards,0.0,16.0,0.0
Craig Ehlo,10586163.0,21071.0,502.4
Howard Eisley,37227067.0,16013.0,2324.8
Obinna Ekezie,1954904.0,1516.0,1289.51
Khalid El-Amin,782819.0,936.0,836.35
Mario Elie,12983000.0,18654.0,695.99
Henry Ellenson,5769689.0,749.0,7703.19
Wayne Ellington,34229022.0,14149.0,2419.18
Sean Elliott,42426666.0,24502.0,1731.56
Dale Ellis,20272750.0,34778.0,582.92
Harold Ellis,250000.0,1923.0,130.01
LaPhonso Ellis,27939000.0,17616.0,1586.0
LeRon Ellis,730000.0,857.0,851.81
Monta Ellis,98804381.0,29011.0,3405.76
Pervis Ellison,24150000.0,11593.0,2083.15
Francisco Elson,12558479.0,7207.0,1742.54
Melvin Ely,13683025.0,6005.0,2278.61
Joel Embiid,45448276.0,6110.0,7438.34
Andre Emmett,1088458.0,73.0,14910.38
Chris Engler,125000.0,1405.0,88.97
Wayne Englestad,100000.0,50.0,2000.0
